#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 846: Virginia Lakes Ridge, CA
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Virginia Lakes Ridge (846) 
# California  SNOTEL Site - 9400 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Feb 26, 2020 1:32:14 PM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
1980-01-03,6.6,8.9,32,32,32,0.00
1980-01-04,6.5,8.9,32,32,32,0.00
1980-01-05,6.7,8.9,32,32,32,0.00
1980-01-06,6.7,8.9,54,44,48,0.00
1980-01-07,6.5,8.9,32,32,32,0.00
1980-01-08,6.6,8.9,32,32,32,0.00
1980-01-09,6.6,8.9,32,32,32,1.20
1980-01-10,7.2,10.1,32,32,32,1.30
1980-01-11,8.4,11.4,32,32,32,0.30
1980-01-12,9.4,11.7,32,32,32,2.50
1980-01-13,11.2,14.2,32,32,32,1.70
1980-01-14,13.3,15.9,32,32,32,0.20
1980-01-15,13.9,16.1,32,32,32,0.30
1980-01-16,14.3,16.4,32,32,32,0.00
1980-01-17,14.3,16.4,32,32,32,0.60
1980-01-18,14.4,17.0,,,,0.00
1980-01-19,14.4,17.0,,,,0.00
1980-01-20,14.4,17.0,32,32,32,0.30
1980-01-21,14.6,17.3,32,32,32,0.00
1980-01-22,14.6,17.3,32,32,32,0.00
1980-01-23,14.6,17.3,32,32,32,0.00
1980-01-24,14.6,17.3,32,32,32,0.00
1980-01-25,14.6,17.3,32,32,32,0.00
1980-01-26,14.6,17.3,32,32,32,0.10
1980-01-27,14.6,17.4,32,32,32,0.00
1980-01-28,14.6,17.4,32,32,32,0.00
1980-01-29,14.7,17.4,32,32,32,0.00
1980-01-30,14.9,17.4,32,32,32,1.30
1980-01-31,15.0,18.7,32,32,32,0.00
1980-02-01,15.0,18.7,32,32,32,0.00
1980-02-02,15.0,18.7,32,32,32,0.00
1980-02-03,15.0,18.7,32,32,32,0.00
1980-02-04,15.0,18.7,32,32,32,0.00
1980-02-05,15.1,18.7,32,32,32,0.00
1980-02-06,15.1,18.7,32,32,32,0.00
1980-02-07,15.1,18.7,32,32,32,0.10
1980-02-08,15.1,18.8,32,32,32,0.00
1980-02-09,15.4,18.8,32,32,32,0.00
1980-02-10,15.4,18.8,32,32,32,0.00
1980-02-11,15.4,18.8,32,32,32,0.00
1980-02-12,15.4,18.8,32,32,32,0.00
1980-02-13,15.4,18.8,32,32,32,0.00
1980-02-14,15.6,18.8,32,32,32,0.30
1980-02-15,15.7,19.1,32,32,32,0.70
1980-02-16,16.3,19.8,32,32,32,1.80
1980-02-17,17.4,21.6,32,32,32,0.90
1980-02-18,18.5,22.5,32,32,32,2.70
1980-02-19,21.1,25.2,32,32,32,0.10
1980-02-20,22.6,25.3,32,32,32,0.80
1980-02-21,23.6,26.1,32,32,32,2.00
1980-02-22,24.5,28.1,32,32,32,0.30
1980-02-23,24.7,28.4,32,32,32,0.00
1980-02-24,24.9,28.4,32,32,32,0.00
1980-02-25,24.9,28.4,32,32,32,0.00
1980-02-26,24.8,28.4,32,32,32,0.80
1980-02-27,25.0,29.2,32,32,32,0.00
1980-02-28,25.1,29.2,32,32,32,0.00
1980-02-29,25.2,29.2,32,32,32,0.00
1980-03-01,25.5,29.2,32,32,32,0.00
1980-03-02,25.5,29.2,32,32,32,0.20
1980-03-03,25.9,29.4,32,32,32,0.20
1980-03-04,26.0,29.6,32,32,32,1.00
1980-03-05,26.3,30.6,32,32,32,0.10
1980-03-06,27.3,30.7,32,32,32,0.30
1980-03-07,27.6,31.0,32,32,32,0.30
1980-03-08,27.9,31.3,32,32,32,0.00
1980-03-09,28.1,31.3,32,32,32,0.00
1980-03-10,28.2,31.3,32,32,32,0.20
1980-03-11,28.3,31.5,32,32,32,0.30
1980-03-12,28.3,31.8,32,32,32,0.00
1980-03-13,28.6,31.8,32,32,32,0.00
1980-03-14,28.6,31.8,32,32,32,0.00
1980-03-15,28.6,31.8,32,32,32,0.00
1980-03-16,28.6,31.8,32,32,32,0.00
1980-03-17,28.7,31.8,32,32,32,0.10
1980-03-18,28.8,31.9,32,32,32,0.00
1980-03-19,28.9,31.9,32,32,32,0.40
1980-03-20,29.1,32.3,32,32,32,0.00
1980-03-21,29.1,32.3,,,,0.00
1980-03-22,29.1,32.3,,,,0.00
1980-03-23,29.1,32.3,32,32,32,0.20
1980-03-24,29.4,32.5,32,32,32,0.30
1980-03-25,29.5,32.8,32,32,32,0.20
1980-03-26,29.6,33.0,32,32,32,0.10
1980-03-27,29.8,33.1,32,32,32,0.00
1980-03-28,29.7,33.1,32,32,32,0.00
1980-03-29,29.8,33.1,32,32,32,0.00
1980-03-30,29.8,33.1,32,32,32,0.00
1980-03-31,29.8,33.1,32,32,32,0.00
1980-04-01,29.9,33.1,32,32,32,0.00
1980-04-02,30.0,33.1,32,32,32,0.00
1980-04-03,30.0,33.1,32,32,32,0.00
1980-04-04,30.0,33.1,32,32,32,0.00
1980-04-05,30.1,33.1,32,32,32,0.10
1980-04-06,30.8,33.2,32,32,32,0.00
1980-04-07,31.0,33.2,32,32,32,0.00
1980-04-08,31.1,33.2,32,32,32,0.00
1980-04-09,31.2,33.2,32,32,32,0.00
1980-04-10,31.2,33.2,32,32,32,0.00
1980-04-11,31.5,33.2,32,32,32,0.00
1980-04-12,31.9,33.2,32,32,32,0.00
1980-04-13,32.3,33.2,32,32,32,0.00
1980-04-14,32.5,33.2,32,32,32,0.00
1980-04-15,32.2,33.2,32,32,32,0.00
1980-04-16,32.1,33.2,32,32,32,0.00
1980-04-17,31.9,33.2,32,32,32,0.00
1980-04-18,31.4,33.2,32,32,32,0.00
1980-04-19,30.9,33.2,32,32,32,0.00
1980-04-20,30.4,33.2,32,32,32,0.00
1980-04-21,29.7,33.2,32,32,32,0.50
1980-04-22,29.9,33.7,32,32,32,0.40
1980-04-23,30.5,34.1,32,32,32,0.20
1980-04-24,30.7,34.3,32,32,32,0.10
1980-04-25,30.8,34.4,,,,0.00
1980-04-26,30.8,34.4,32,32,32,0.30
1980-04-27,30.6,34.7,32,32,32,0.00
1980-04-28,30.3,34.7,32,32,32,0.00
1980-04-29,30.2,34.7,32,32,32,0.00
1980-04-30,30.0,34.7,32,32,32,0.00
1980-05-01,29.3,34.7,32,32,32,0.00
1980-05-02,29.0,34.7,32,32,32,0.00
1980-05-03,28.6,34.7,32,32,32,0.00
1980-05-04,27.7,34.7,32,32,32,0.00
1980-05-05,26.7,34.7,32,32,32,0.00
1980-05-06,25.7,34.7,32,32,32,0.00
1980-05-07,24.9,34.7,32,32,32,0.00
1980-05-08,24.2,34.7,,,,0.00
1980-05-09,24.2,34.7,32,32,32,0.40
1980-05-10,24.0,35.1,32,32,32,0.10
1980-05-11,24.4,35.2,32,32,32,0.00
1980-05-12,24.3,35.2,32,32,32,0.00
1980-05-13,24.5,35.2,32,32,32,0.20
1980-05-14,24.4,35.4,32,32,32,0.00
1980-05-15,24.5,35.4,32,32,32,0.00
1980-05-16,24.1,35.4,32,32,32,0.00
1980-05-17,23.9,35.4,32,32,32,0.00
1980-05-18,22.9,35.4,32,32,32,0.00
1980-05-19,22.0,35.4,32,32,32,0.00
1980-05-20,21.0,35.4,32,32,32,0.00
1980-05-21,19.6,35.4,32,32,32,0.00
1980-05-22,18.5,35.4,32,32,32,0.00
1980-05-23,17.6,35.4,32,32,32,0.00
1980-05-24,17.6,35.4,32,32,32,0.00
1980-05-25,17.7,35.4,32,32,32,0.50
1980-05-26,17.2,35.9,32,32,32,0.00
1980-05-27,17.4,35.9,32,32,32,0.20
1980-05-28,17.2,36.1,32,32,32,0.00
1980-05-29,16.9,36.1,32,32,32,0.00
1980-05-30,16.4,36.1,32,32,32,0.00
1980-05-31,15.5,36.1,32,32,32,0.00
1980-06-01,14.8,36.1,32,32,32,0.00
1980-06-02,14.3,36.1,32,32,32,0.00
1980-06-03,13.4,36.1,32,32,32,0.00
1980-06-04,12.4,36.1,32,32,32,0.00
1980-06-05,11.3,36.1,32,32,32,0.00
1980-06-06,10.4,36.1,32,32,32,0.00
1980-06-07,9.5,36.1,32,32,32,0.00
1980-06-08,8.2,36.1,32,32,32,0.00
1980-06-09,7.1,36.1,32,32,32,0.00
1980-06-10,5.7,36.1,32,32,32,0.00
1980-06-11,3.8,36.1,32,32,32,0.00
1980-06-12,2.3,36.1,32,32,32,0.00
1980-06-13,2.2,36.1,32,32,32,0.00
1980-06-14,1.8,36.1,32,32,32,0.00
1980-06-15,0.9,36.1,32,32,32,0.00
1980-06-16,0.0,36.1,32,32,32,0.00
1980-06-17,0.0,36.1,32,32,32,0.00
1980-06-18,0.0,36.1,32,32,32,0.00
1980-06-19,0.0,36.1,32,32,32,0.00
1980-06-20,0.0,36.1,32,32,32,0.00
1980-06-21,0.0,36.1,32,32,32,0.00
1980-06-22,0.0,36.1,32,32,32,0.00
1980-06-23,0.0,36.1,32,32,32,0.00
1980-06-24,0.0,36.1,32,32,32,0.00
1980-06-25,0.0,36.1,32,32,32,0.00
1980-06-26,0.0,36.1,32,32,32,0.00
1980-06-27,0.0,36.1,32,32,32,0.00
1980-06-28,0.0,36.1,32,32,32,0.00
1980-06-29,0.0,36.1,32,32,32,0.00
1980-06-30,0.0,36.1,32,32,32,0.00
1980-07-01,0.0,36.1,32,32,32,0.00
1980-07-02,0.0,36.1,32,32,32,0.00
1980-07-03,0.0,36.1,32,32,32,0.00
1980-07-04,0.0,36.1,32,32,32,0.00
1980-07-05,0.0,36.1,32,32,32,0.00
1980-07-06,0.0,36.1,32,32,32,0.00
1980-07-07,0.0,36.1,32,32,32,0.00
1980-07-08,0.0,36.1,32,32,32,0.00
1980-07-09,0.0,36.1,32,32,32,0.00
1980-07-10,0.0,36.1,32,32,32,0.00
1980-07-11,0.0,36.1,32,32,32,0.00
1980-07-12,0.0,36.1,32,32,32,0.00
1980-07-13,0.0,36.1,32,32,32,0.00
1980-07-14,0.0,36.1,32,32,32,0.00
1980-07-15,0.0,36.1,32,32,32,0.00
1980-07-16,0.0,36.1,32,32,32,0.00
1980-07-17,0.0,36.1,32,32,32,0.00
1980-07-18,0.0,36.1,32,32,32,0.00
1980-07-19,0.0,36.1,32,32,32,0.00
1980-07-20,0.0,36.1,32,32,32,0.00
1980-07-21,0.0,36.1,32,32,32,0.00
1980-07-22,0.0,36.1,32,32,32,0.00
1980-07-23,0.0,36.1,32,32,32,0.00
1980-07-24,0.0,36.1,32,32,32,0.00
1980-07-25,0.0,36.1,32,32,32,0.00
1980-07-26,0.0,36.1,32,32,32,0.00
1980-07-27,0.0,36.1,,,,0.00
1980-07-28,0.0,36.1,32,32,32,0.00
1980-07-29,0.0,36.1,32,32,32,0.00
1980-07-30,0.0,36.1,32,32,32,0.20
1980-07-31,0.0,36.3,32,32,32,0.00
1980-08-01,0.0,36.3,32,32,32,0.00
1980-08-02,0.0,36.3,32,32,32,0.00
1980-08-03,0.0,36.3,32,32,32,0.00
1980-08-04,0.0,36.3,32,32,32,0.00
1980-08-05,0.0,36.3,32,32,32,0.00
1980-08-06,0.0,36.3,32,32,32,0.00
1980-08-07,0.0,36.3,32,32,32,0.00
1980-08-08,0.0,36.3,32,32,32,0.00
1980-08-09,0.0,36.3,32,32,32,0.00
1980-08-10,0.0,36.3,32,32,32,0.00
1980-08-11,0.0,36.3,32,32,32,0.00
1980-08-12,0.0,36.3,32,32,32,0.00
1980-08-13,0.0,36.3,32,32,32,0.00
1980-08-14,0.0,36.3,32,32,32,0.00
1980-08-15,0.0,36.3,32,32,32,0.00
1980-08-16,0.0,36.3,32,32,32,0.00
1980-08-17,0.0,36.3,32,32,32,0.00
1980-08-18,0.0,36.3,32,32,32,0.00
1980-08-19,0.0,36.3,32,32,32,0.00
1980-08-20,0.0,36.3,32,32,32,0.00
1980-08-21,0.0,36.3,32,32,32,0.00
1980-08-22,0.0,36.3,32,32,32,0.00
1980-08-23,0.0,36.3,32,32,32,0.10
1980-08-24,0.0,36.4,32,32,32,0.00
1980-08-25,0.0,36.4,32,32,32,0.00
1980-08-26,0.0,36.4,32,32,32,0.00
1980-08-27,0.0,36.4,32,32,32,0.00
1980-08-28,0.0,36.4,32,32,32,0.00
1980-08-29,0.0,36.4,32,32,32,0.00
1980-08-30,0.0,36.4,32,32,32,0.00
1980-08-31,0.0,36.4,32,32,32,0.00
1980-09-01,0.0,36.4,32,32,32,0.00
1980-09-02,0.0,36.4,,,,0.00
1980-09-03,0.0,36.4,32,32,32,0.00
1980-09-04,0.0,36.4,32,32,32,0.00
1980-09-05,0.0,36.4,32,32,32,0.00
1980-09-06,0.0,36.4,32,32,32,0.00
1980-09-07,0.0,36.4,32,32,32,0.70
1980-09-08,0.0,37.1,32,32,32,0.00
1980-09-09,0.0,37.1,32,32,32,0.30
1980-09-10,0.0,37.4,32,32,32,0.60
1980-09-11,0.0,38.0,32,32,32,0.30
1980-09-12,0.0,38.3,32,32,32,0.00
1980-09-13,0.0,38.3,32,32,32,0.00
1980-09-14,0.0,38.3,32,32,32,0.00
1980-09-15,0.0,38.3,32,32,32,0.00
1980-09-16,0.0,38.3,32,32,32,0.00
1980-09-17,0.0,38.3,32,32,32,0.00
1980-09-18,0.0,38.3,32,32,32,0.00
1980-09-19,0.0,38.3,32,32,32,0.00
1980-09-20,0.0,38.3,32,32,32,0.00
1980-09-21,0.0,38.3,32,32,32,0.00
1980-09-22,0.0,38.3,32,32,32,0.00
1980-09-23,0.0,38.3,32,32,32,0.00
1980-09-24,0.0,38.3,32,32,32,0.00
1980-09-25,0.0,38.3,32,32,32,0.00
1980-09-26,0.0,38.3,32,32,32,0.00
1980-09-27,0.0,38.3,32,32,32,0.00
1980-09-28,0.0,38.3,32,32,32,0.00
1980-09-29,0.0,38.3,32,32,32,0.00
1980-09-30,0.0,38.3,32,32,32,0.00
1980-10-01,0.0,0.0,32,32,32,0.00
1980-10-02,0.0,0.0,32,32,32,0.00
1980-10-03,0.0,0.0,32,32,32,0.00
1980-10-04,0.0,0.0,32,32,32,0.00
1980-10-05,0.0,0.0,32,32,32,0.00
1980-10-06,0.0,0.0,32,32,32,0.00
1980-10-07,0.0,0.0,32,32,32,0.00
1980-10-08,0.0,0.0,32,32,32,0.00
1980-10-09,0.0,0.0,32,32,32,0.00
1980-10-10,0.0,0.0,32,32,32,0.00
1980-10-11,0.0,0.0,32,32,32,0.10
1980-10-12,0.0,0.1,32,32,32,0.30
1980-10-13,0.0,0.4,32,32,32,0.00
1980-10-14,0.0,0.4,32,32,32,0.00
1980-10-15,0.0,0.4,32,32,32,0.00
1980-10-16,0.0,0.4,32,32,32,0.00
1980-10-17,0.0,0.4,32,32,32,0.00
1980-10-18,0.0,0.4,32,32,32,0.00
1980-10-19,0.0,0.4,32,32,32,0.00
1980-10-20,0.0,0.4,32,32,32,0.00
1980-10-21,0.0,0.4,32,32,32,0.00
1980-10-22,0.0,0.4,32,32,32,0.00
1980-10-23,0.0,0.4,32,32,32,0.00
1980-10-24,0.0,0.4,32,32,32,0.00
1980-10-25,0.0,0.4,32,32,32,0.00
1980-10-26,0.0,0.4,32,32,32,0.00
1980-10-27,0.0,0.4,32,32,32,0.00
1980-10-28,0.0,0.4,32,32,32,0.00
1980-10-29,0.0,0.4,32,32,32,0.00
1980-10-30,0.0,0.4,32,32,32,0.00
1980-10-31,0.0,0.4,32,32,32,0.00
1980-11-01,0.0,0.4,32,32,32,0.00
1980-11-02,0.0,0.4,32,32,32,0.00
1980-11-03,0.0,0.4,32,32,32,0.00
1980-11-04,0.0,0.4,32,32,32,0.00
1980-11-05,0.0,0.4,32,32,32,0.00
1980-11-06,0.0,0.4,32,32,32,0.00
1980-11-07,0.0,0.4,32,32,32,0.00
1980-11-08,0.0,0.4,32,32,32,0.00
1980-11-09,0.0,0.4,32,32,32,0.00
1980-11-10,0.0,0.4,32,32,32,0.20
1980-11-11,0.1,0.6,32,32,32,0.20
1980-11-12,0.5,0.8,32,32,32,0.00
1980-11-13,0.5,0.8,32,32,32,0.00
1980-11-14,0.6,0.8,32,32,32,0.30
1980-11-15,0.7,1.1,32,32,32,0.00
1980-11-16,0.7,1.1,32,32,32,0.00
1980-11-17,0.9,1.1,32,32,32,0.00
1980-11-18,0.9,1.1,32,32,32,0.00
1980-11-19,0.9,1.1,32,32,32,0.00
1980-11-20,0.9,1.1,32,32,32,0.00
1980-11-21,0.9,1.1,32,32,32,0.00
1980-11-22,0.9,1.1,32,32,32,0.00
1980-11-23,0.9,1.1,32,32,32,0.10
1980-11-24,0.9,1.2,32,32,32,0.00
1980-11-25,0.9,1.2,32,32,32,0.00
1980-11-26,0.9,1.2,,,,0.00
1980-11-27,0.9,1.2,32,32,32,0.00
1980-11-28,0.9,1.2,32,32,32,0.00
1980-11-29,0.9,1.2,32,32,32,0.20
1980-11-30,0.9,1.4,32,32,32,0.00
1980-12-01,0.9,1.4,32,32,32,0.00
1980-12-02,0.9,1.4,32,32,32,0.00
1980-12-03,0.9,1.4,32,32,32,1.80
1980-12-04,2.0,3.2,32,32,32,0.40
1980-12-05,2.3,3.6,32,32,32,0.00
1980-12-06,2.6,3.6,32,32,32,0.00
1980-12-07,2.6,3.6,32,32,32,0.00
1980-12-08,2.6,3.6,32,32,32,0.00
1980-12-09,2.6,3.6,32,32,32,0.00
1980-12-10,2.6,3.6,32,32,32,0.00
1980-12-11,2.6,3.6,32,32,32,0.00
1980-12-12,2.6,3.6,32,32,32,0.00
1980-12-13,2.6,3.6,32,32,32,0.00
1980-12-14,2.6,3.6,32,32,32,0.00
1980-12-15,2.6,3.6,32,32,32,0.00
1980-12-16,2.6,3.6,32,32,32,0.00
1980-12-17,2.6,3.6,32,32,32,0.00
1980-12-18,2.6,3.6,32,32,32,0.00
1980-12-19,2.6,3.6,32,32,32,0.00
1980-12-20,2.6,3.6,32,32,32,0.00
1980-12-21,2.6,3.6,32,32,32,0.00
1980-12-22,2.6,3.6,32,32,32,0.00
1980-12-23,2.6,3.6,32,32,32,0.00
1980-12-24,2.6,3.6,32,32,32,0.00
1980-12-25,2.6,3.6,32,32,32,0.00
1980-12-26,2.6,3.6,32,32,32,0.00
1980-12-27,2.6,3.6,32,32,32,0.00
1980-12-28,2.6,3.6,32,32,32,0.00
1980-12-29,2.6,3.6,32,32,32,0.40
1980-12-30,2.6,4.0,,,,0.00
1980-12-31,2.6,4.0,32,32,32,0.00
1981-01-01,2.6,4.0,32,32,32,0.00
1981-01-02,2.6,4.0,32,32,32,0.00
1981-01-03,2.6,4.0,32,32,32,0.00
1981-01-04,2.6,4.0,32,32,32,0.00
1981-01-05,2.6,4.0,32,32,32,0.00
1981-01-06,2.6,4.0,32,32,32,0.00
1981-01-07,2.6,4.0,32,32,32,0.00
1981-01-08,2.6,4.0,32,32,32,0.00
1981-01-09,2.6,4.0,32,32,32,0.00
1981-01-10,2.6,4.0,32,32,32,0.00
1981-01-11,2.6,4.0,32,32,32,0.00
1981-01-12,2.6,4.0,32,32,32,0.00
1981-01-13,2.6,4.0,32,32,32,0.00
1981-01-14,2.6,4.0,32,32,32,0.00
1981-01-15,2.6,4.0,32,32,32,0.00
1981-01-16,2.6,4.0,32,32,32,0.00
1981-01-17,2.6,4.0,32,32,32,0.00
1981-01-18,2.6,4.0,32,32,32,0.00
1981-01-19,2.6,4.0,32,32,32,0.00
1981-01-20,2.6,4.0,32,32,32,0.00
1981-01-21,2.6,4.0,32,32,32,0.00
1981-01-22,2.6,4.0,32,32,32,0.00
1981-01-23,2.6,4.0,32,32,32,0.00
1981-01-24,2.6,4.0,32,32,32,0.00
1981-01-25,2.6,4.0,32,32,32,0.00
1981-01-26,2.6,4.0,32,32,32,0.60
1981-01-27,3.0,4.6,32,32,32,1.40
1981-01-28,4.0,6.0,32,32,32,2.10
1981-01-29,5.5,8.1,32,32,32,0.60
1981-01-30,6.2,8.7,32,32,32,0.00
1981-01-31,6.3,8.7,32,32,32,0.00
1981-02-01,6.3,8.7,32,32,32,0.00
1981-02-02,6.4,8.7,32,32,32,0.50
1981-02-03,6.4,9.2,32,32,32,0.00
1981-02-04,6.4,9.2,32,32,32,0.00
1981-02-05,6.4,9.2,32,32,32,0.00
1981-02-06,6.4,9.2,32,32,32,0.00
1981-02-07,6.4,9.2,32,32,32,0.00
1981-02-08,6.4,9.2,32,32,32,0.00
1981-02-09,6.4,9.2,32,32,32,0.00
1981-02-10,6.4,9.2,32,32,32,0.00
1981-02-11,6.4,9.2,32,32,32,0.00
1981-02-12,6.5,9.2,32,32,32,0.10
1981-02-13,6.5,9.3,32,32,32,0.00
1981-02-14,6.5,9.3,32,32,32,0.40
1981-02-15,6.9,9.7,,,,0.00
1981-02-16,6.9,9.7,32,32,32,0.00
1981-02-17,6.9,9.7,32,32,32,0.00
1981-02-18,6.9,9.7,32,32,32,0.10
1981-02-19,7.0,9.8,32,32,32,0.00
1981-02-20,7.0,9.8,32,32,32,0.00
1981-02-21,7.0,9.8,32,32,32,0.00
1981-02-22,7.0,9.8,32,32,32,0.00
1981-02-23,7.0,9.8,32,32,32,0.00
1981-02-24,7.0,9.8,32,32,32,0.00
1981-02-25,7.0,9.8,32,32,32,0.00
1981-02-26,6.9,9.8,32,32,32,0.60
1981-02-27,6.9,10.4,32,32,32,0.60
1981-02-28,6.9,11.0,32,32,32,0.00
1981-03-01,7.3,11.0,32,32,32,0.10
1981-03-02,7.9,11.1,32,32,32,0.20
1981-03-03,8.2,11.3,32,32,32,0.00
1981-03-04,8.2,11.3,32,32,32,0.00
1981-03-05,8.3,11.3,32,32,32,0.40
1981-03-06,8.8,11.7,32,32,32,0.00
1981-03-07,8.8,11.7,32,32,32,0.10
1981-03-08,8.8,11.8,32,32,32,0.00
1981-03-09,8.8,11.8,32,32,32,0.00
1981-03-10,8.8,11.8,32,32,32,0.00
1981-03-11,8.8,11.8,32,32,32,0.20
1981-03-12,9.1,12.0,32,32,32,0.10
1981-03-13,9.1,12.1,32,32,32,0.10
1981-03-14,9.1,12.2,32,32,32,0.10
1981-03-15,9.1,12.3,32,32,32,0.10
1981-03-16,9.5,12.4,32,32,32,0.00
1981-03-17,9.5,12.4,32,32,32,0.00
1981-03-18,9.5,12.4,32,32,32,0.00
1981-03-19,9.5,12.4,32,32,32,2.10
1981-03-20,10.8,14.5,,,,0.50
1981-03-21,11.0,15.0,32,32,32,0.00
1981-03-22,11.3,15.0,32,32,32,0.10
1981-03-23,11.5,15.1,32,32,32,0.00
1981-03-24,11.6,15.1,32,32,32,0.00
1981-03-25,11.8,15.1,32,32,32,0.80
1981-03-26,12.0,15.9,32,32,32,0.40
1981-03-27,12.8,16.3,32,32,32,0.10
1981-03-28,13.0,16.4,32,32,32,0.40
1981-03-29,13.0,16.8,32,32,32,0.00
1981-03-30,13.0,16.8,32,32,32,0.30
1981-03-31,13.0,17.1,32,32,32,0.00
1981-04-01,13.0,17.1,32,32,32,0.00
1981-04-02,13.0,17.1,32,32,32,0.00
1981-04-03,13.0,17.1,32,32,32,0.00
1981-04-04,13.0,17.1,32,32,32,0.00
1981-04-05,13.0,17.1,32,32,32,0.00
1981-04-06,13.0,17.1,32,32,32,0.00
1981-04-07,12.8,17.1,32,32,32,0.00
1981-04-08,12.8,17.1,32,32,32,0.00
1981-04-09,12.7,17.1,32,32,32,0.00
1981-04-10,12.6,17.1,32,32,32,0.00
1981-04-11,12.6,17.1,32,32,32,0.00
1981-04-12,12.6,17.1,32,32,32,0.00
1981-04-13,12.6,17.1,32,32,32,0.00
1981-04-14,12.6,17.1,32,32,32,0.00
1981-04-15,12.6,17.1,32,32,32,0.00
1981-04-16,12.3,17.1,32,32,32,0.00
1981-04-17,12.1,17.1,32,32,32,0.00
1981-04-18,12.0,17.1,32,32,32,0.20
1981-04-19,12.0,17.3,32,32,32,0.00
1981-04-20,12.0,17.3,32,32,32,0.00
1981-04-21,12.0,17.3,32,32,32,0.00
1981-04-22,12.0,17.3,32,32,32,0.00
1981-04-23,11.8,17.3,32,32,32,0.00
1981-04-24,11.0,17.3,32,32,32,0.00
1981-04-25,11.4,17.3,,,,0.00
1981-04-26,11.2,17.3,32,32,32,0.10
1981-04-27,11.1,17.4,32,32,32,2.60
1981-04-28,11.0,20.0,32,32,32,0.00
1981-04-29,11.0,20.0,32,32,32,0.00
1981-04-30,10.5,20.0,32,32,32,0.00
1981-05-01,9.7,20.0,32,32,32,0.00
1981-05-02,9.1,20.0,,,,0.20
1981-05-03,8.8,20.2,32,32,32,0.00
1981-05-04,8.6,20.2,32,32,32,0.00
1981-05-05,8.4,20.2,32,32,32,0.20
1981-05-06,8.3,20.4,32,32,32,0.00
1981-05-07,7.9,20.4,32,32,32,0.00
1981-05-08,7.5,20.4,32,32,32,0.00
1981-05-09,7.0,20.4,32,32,32,0.00
1981-05-10,6.3,20.4,32,32,32,0.10
1981-05-11,5.5,20.5,32,32,32,0.10
1981-05-12,5.1,20.6,32,32,32,0.00
1981-05-13,4.3,20.6,32,32,32,0.00
1981-05-14,3.7,20.6,32,32,32,0.00
1981-05-15,3.3,20.6,32,32,32,0.20
1981-05-16,2.9,20.8,32,32,32,0.00
1981-05-17,2.1,20.8,32,32,32,0.00
1981-05-18,1.8,20.8,32,32,32,0.20
1981-05-19,1.9,21.0,32,32,32,0.00
1981-05-20,1.5,21.0,32,32,32,0.00
1981-05-21,1.0,21.0,32,32,32,0.00
1981-05-22,0.7,21.0,32,32,32,0.00
1981-05-23,0.0,21.0,32,32,32,0.00
1981-05-24,0.0,21.0,32,32,32,0.00
1981-05-25,0.0,21.0,32,32,32,0.00
1981-05-26,0.0,21.0,32,32,32,0.30
