#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 669: North Lost Trail, CO
# 
# Data items provided in this file:
#
# Element Name                        Value Type  Function Type  Function Duration             Base Data  Measurement Units  Sensor Depth  Element Code  Description                           
# Precipitation Accumulation          Value       None           Instantaneous - Start of Day  N/A        Inches             N/A           PREC          Water year accumulated precipitation  
# Precipitation Increment             Value       None           Day                           N/A        Inches             N/A           PRCP          Total precipitation                   
# Precipitation Increment - Snow-adj  Value       None           Day                           N/A        Inches             N/A           PRCPSA        Snow adjusted total preciptation      
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# North Lost Trail (669) 
# Colorado  SNOTEL Site - 9200 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Mar 5, 2020 11:28:55 AM GMT-08:00
#
Date,North Lost Trail (669) Precipitation Accumulation (in) Start of Day Values,North Lost Trail (669) Precipitation Increment (in),North Lost Trail (669) Precipitation Increment - Snow-adj (in)
1987-06-21,22.6,0.00,0.00
1987-06-22,22.6,0.00,0.00
1987-06-23,22.6,0.00,0.00
1987-06-24,22.6,0.00,0.00
1987-06-25,22.6,0.00,0.00
1987-06-26,22.6,0.00,0.00
1987-06-27,22.6,0.20,0.20
1987-06-28,22.8,0.20,0.20
1987-06-29,23.0,0.30,0.30
1987-06-30,23.3,0.00,0.00
1987-07-01,23.3,0.00,0.00
1987-07-02,23.3,0.00,0.00
1987-07-03,23.3,0.00,0.00
1987-07-04,23.3,0.00,0.00
1987-07-05,23.3,0.00,0.00
1987-07-06,23.3,0.00,0.00
1987-07-07,23.3,0.00,0.00
1987-07-08,23.3,0.00,0.00
1987-07-09,23.3,0.00,0.00
1987-07-10,23.3,0.00,0.00
1987-07-11,23.3,0.00,0.00
1987-07-12,23.3,0.00,0.00
1987-07-13,23.3,0.00,0.00
1987-07-14,23.3,0.00,0.00
1987-07-15,23.3,0.00,0.00
1987-07-16,23.3,0.00,0.00
1987-07-17,23.3,0.30,0.30
1987-07-18,23.6,0.00,0.00
1987-07-19,23.6,0.00,0.00
1987-07-20,23.6,0.00,0.00
1987-07-21,23.6,0.00,0.00
1987-07-22,23.6,0.00,0.00
1987-07-23,23.6,0.00,0.00
1987-07-24,23.6,0.00,0.00
1987-07-25,23.6,0.00,0.00
1987-07-26,23.6,0.20,0.20
1987-07-27,23.8,0.00,0.00
1987-07-28,23.8,0.30,0.30
1987-07-29,24.1,0.00,0.00
1987-07-30,24.1,0.20,0.20
1987-07-31,24.3,0.00,0.00
1987-08-01,24.3,0.00,0.00
1987-08-02,24.3,0.00,0.00
1987-08-03,24.3,0.00,0.00
1987-08-04,24.3,0.00,0.00
1987-08-05,24.3,0.00,0.00
1987-08-06,24.3,0.30,0.30
1987-08-07,24.6,0.20,0.20
1987-08-08,24.8,0.00,0.00
1987-08-09,24.8,0.00,0.00
1987-08-10,24.8,0.00,0.00
1987-08-11,24.8,0.00,0.00
1987-08-12,24.8,0.00,0.00
1987-08-13,24.8,0.00,0.00
1987-08-14,24.8,0.00,0.00
1987-08-15,24.8,0.00,0.00
1987-08-16,24.8,0.00,0.00
1987-08-17,24.8,0.00,0.00
1987-08-18,24.8,0.00,0.00
1987-08-19,24.8,0.00,0.00
1987-08-20,24.8,0.00,0.00
1987-08-21,24.8,0.20,0.20
1987-08-22,25.0,0.80,0.80
1987-08-23,25.8,0.30,0.30
1987-08-24,26.1,0.30,0.30
1987-08-25,26.4,0.20,0.20
1987-08-26,26.6,0.00,0.00
1987-08-27,26.6,0.00,0.00
1987-08-28,26.6,0.10,0.10
1987-08-29,26.7,0.00,0.00
1987-08-30,26.7,0.00,0.00
1987-08-31,26.7,0.00,0.00
1987-09-01,26.7,0.00,0.00
1987-09-02,26.7,0.00,0.00
1987-09-03,26.7,0.10,0.10
1987-09-04,26.8,0.10,0.10
1987-09-05,26.9,0.00,0.00
1987-09-06,26.9,0.00,0.00
1987-09-07,26.9,0.10,0.10
1987-09-08,27.0,0.00,0.00
1987-09-09,27.0,0.00,0.00
1987-09-10,27.0,0.00,0.00
1987-09-11,27.0,0.00,0.00
1987-09-12,27.0,0.00,0.00
1987-09-13,27.0,0.00,0.00
1987-09-14,27.0,0.10,0.10
1987-09-15,27.1,0.20,0.20
1987-09-16,27.3,0.00,0.00
1987-09-17,27.3,0.00,0.00
1987-09-18,27.3,0.00,0.00
1987-09-19,27.3,0.00,0.00
1987-09-20,27.3,0.00,0.00
1987-09-21,27.3,0.00,0.00
1987-09-22,27.3,0.00,0.00
1987-09-23,27.3,0.00,0.00
1987-09-24,27.3,0.00,0.00
1987-09-25,27.3,0.00,0.00
1987-09-26,27.3,0.00,0.00
1987-09-27,27.3,0.00,0.00
1987-09-28,27.3,0.00,0.00
1987-09-29,27.3,0.00,0.00
1987-09-30,27.3,0.00,0.00
1987-10-01,0.0,0.00,0.00
1987-10-02,0.0,0.00,0.00
1987-10-03,0.0,0.00,0.00
1987-10-04,0.0,0.00,0.00
1987-10-05,0.0,0.00,0.00
1987-10-06,0.0,0.00,0.00
1987-10-07,0.0,0.00,0.00
1987-10-08,0.0,0.00,0.00
1987-10-09,0.0,0.00,0.00
1987-10-10,0.0,0.00,0.00
1987-10-11,0.0,0.00,0.00
1987-10-12,0.0,0.10,0.10
1987-10-13,0.1,0.10,0.10
1987-10-14,0.2,0.30,0.30
1987-10-15,0.5,0.00,0.00
1987-10-16,0.5,0.00,0.00
1987-10-17,0.5,0.00,0.00
1987-10-18,0.5,0.00,0.00
1987-10-19,0.5,0.00,0.00
1987-10-20,0.5,0.00,0.00
1987-10-21,0.5,0.00,0.00
1987-10-22,0.5,0.00,0.00
1987-10-23,0.5,0.10,0.10
1987-10-24,0.6,0.30,0.30
1987-10-25,0.9,0.00,0.00
1987-10-26,0.9,0.00,0.00
1987-10-27,0.9,0.00,0.00
1987-10-28,0.9,0.10,0.10
1987-10-29,1.0,0.10,0.10
1987-10-30,1.1,0.00,0.00
1987-10-31,1.1,0.20,0.20
1987-11-01,1.3,0.40,0.40
1987-11-02,1.7,0.00,0.00
1987-11-03,1.7,0.00,0.00
1987-11-04,1.7,0.00,0.00
1987-11-05,1.7,0.30,0.30
1987-11-06,2.0,0.40,0.40
1987-11-07,2.4,0.00,0.00
1987-11-08,2.4,0.00,0.00
1987-11-09,2.4,0.10,0.10
1987-11-10,2.5,0.00,0.00
1987-11-11,2.5,0.00,0.00
1987-11-12,2.5,0.00,0.00
1987-11-13,2.5,0.10,0.10
1987-11-14,2.6,0.10,0.10
1987-11-15,2.7,0.00,0.00
1987-11-16,2.7,0.20,0.20
1987-11-17,2.9,0.00,0.10
1987-11-18,2.9,0.20,0.20
1987-11-19,3.1,0.10,0.10
1987-11-20,3.2,0.00,0.00
1987-11-21,3.2,0.00,0.00
1987-11-22,3.2,0.10,0.10
1987-11-23,3.3,0.00,0.00
1987-11-24,3.3,0.00,0.00
1987-11-25,3.3,0.30,0.30
1987-11-26,3.6,0.00,0.10
1987-11-27,3.6,0.00,0.00
1987-11-28,3.6,0.00,0.00
1987-11-29,3.6,0.00,0.00
1987-11-30,3.6,0.00,0.00
1987-12-01,3.6,0.10,0.10
1987-12-02,3.7,0.10,0.10
1987-12-03,3.8,0.00,0.10
1987-12-04,3.8,0.10,0.10
1987-12-05,3.9,0.20,0.20
1987-12-06,4.1,0.00,0.10
1987-12-07,4.1,0.60,0.60
1987-12-08,4.7,0.00,0.00
1987-12-09,4.7,0.20,0.20
1987-12-10,4.9,0.00,0.20
1987-12-11,4.9,0.00,0.00
1987-12-12,4.9,0.00,0.00
1987-12-13,4.9,0.00,0.00
1987-12-14,4.9,0.00,0.00
1987-12-15,4.9,0.00,0.40
1987-12-16,4.9,0.20,0.20
1987-12-17,5.1,0.00,0.00
1987-12-18,5.1,0.40,0.40
1987-12-19,5.5,0.00,0.00
1987-12-20,5.5,0.00,0.10
1987-12-21,5.5,0.30,0.30
1987-12-22,5.8,0.40,0.40
1987-12-23,6.2,0.30,0.30
1987-12-24,6.5,0.00,0.00
1987-12-25,6.5,0.00,0.00
1987-12-26,6.5,0.30,0.40
1987-12-27,6.8,0.20,0.30
1987-12-28,7.0,0.00,0.10
1987-12-29,7.0,0.10,0.10
1987-12-30,7.1,0.20,0.30
1987-12-31,7.3,0.00,0.00
1988-01-01,7.3,0.00,0.10
1988-01-02,7.3,0.00,0.00
1988-01-03,7.3,0.10,0.20
1988-01-04,7.4,0.90,0.90
1988-01-05,8.3,0.60,0.60
1988-01-06,8.9,0.10,0.20
1988-01-07,9.0,0.20,0.20
1988-01-08,9.2,0.10,0.20
1988-01-09,9.3,0.20,0.20
1988-01-10,9.5,0.10,0.10
1988-01-11,9.6,0.00,0.30
1988-01-12,9.6,0.00,0.00
1988-01-13,9.6,0.10,0.10
1988-01-14,9.7,0.20,0.20
1988-01-15,9.9,0.40,0.40
1988-01-16,10.3,0.00,0.20
1988-01-17,10.3,0.30,0.30
1988-01-18,10.6,0.00,0.20
1988-01-19,10.6,0.00,0.00
1988-01-20,10.6,0.00,0.00
1988-01-21,10.6,0.00,0.10
1988-01-22,10.6,0.30,0.40
1988-01-23,10.9,0.00,0.00
1988-01-24,10.9,0.00,0.00
1988-01-25,10.9,0.00,0.20
1988-01-26,10.9,0.10,0.10
1988-01-27,11.0,0.10,0.10
1988-01-28,11.1,0.10,0.10
1988-01-29,11.2,0.50,0.60
1988-01-30,11.7,0.30,0.30
1988-01-31,12.0,0.20,0.20
1988-02-01,12.2,0.10,0.10
1988-02-02,12.3,0.10,0.50
1988-02-03,12.4,0.10,0.10
1988-02-04,12.5,0.00,0.00
1988-02-05,12.5,0.10,0.10
1988-02-06,12.6,0.00,0.00
1988-02-07,12.6,0.20,0.20
1988-02-08,12.8,0.00,0.10
1988-02-09,12.8,0.50,0.50
1988-02-10,13.3,0.40,0.60
1988-02-11,13.7,0.00,0.00
1988-02-12,13.7,0.00,0.00
1988-02-13,13.7,0.00,0.00
1988-02-14,13.7,0.00,0.00
1988-02-15,13.7,0.00,0.00
1988-02-16,13.7,0.00,0.10
1988-02-17,13.7,0.00,0.10
1988-02-18,13.7,0.00,0.00
1988-02-19,13.7,0.00,0.00
1988-02-20,13.7,0.10,0.10
1988-02-21,13.8,0.00,0.10
1988-02-22,13.8,0.00,0.00
1988-02-23,13.8,0.00,0.10
1988-02-24,13.8,0.00,0.00
1988-02-25,13.8,0.00,0.00
1988-02-26,13.8,0.10,0.10
1988-02-27,13.9,0.30,0.30
1988-02-28,14.2,0.00,0.10
1988-02-29,14.2,0.10,0.20
1988-03-01,14.3,0.00,0.10
1988-03-02,14.3,0.00,0.00
1988-03-03,14.3,0.10,0.10
1988-03-04,14.4,0.00,0.00
1988-03-05,14.4,0.10,0.10
1988-03-06,14.5,0.50,0.50
1988-03-07,15.0,0.00,0.00
1988-03-08,15.0,0.10,0.10
1988-03-09,15.1,0.40,0.40
1988-03-10,15.5,0.10,0.70
1988-03-11,15.6,0.00,0.20
1988-03-12,15.6,0.10,0.30
1988-03-13,15.7,0.10,0.10
1988-03-14,15.8,0.20,0.20
1988-03-15,16.0,0.10,0.10
1988-03-16,16.1,0.00,0.30
1988-03-17,16.1,0.00,0.00
1988-03-18,16.1,0.20,0.20
1988-03-19,16.3,0.20,0.20
1988-03-20,16.5,0.00,0.00
1988-03-21,16.5,0.00,0.00
1988-03-22,16.5,0.10,0.10
1988-03-23,16.6,0.00,0.00
1988-03-24,16.6,0.00,0.00
1988-03-25,16.6,0.00,0.00
1988-03-26,16.6,0.00,0.00
1988-03-27,16.6,0.40,0.40
1988-03-28,17.0,0.10,0.10
1988-03-29,17.1,0.20,0.20
1988-03-30,17.3,0.00,0.40
1988-03-31,17.3,0.30,0.30
1988-04-01,17.6,0.00,0.40
1988-04-02,17.6,0.20,0.20
1988-04-03,17.8,0.00,0.00
1988-04-04,17.8,0.20,0.20
1988-04-05,18.0,0.00,0.00
1988-04-06,18.0,0.10,0.10
1988-04-07,18.1,0.00,0.30
1988-04-08,18.1,0.00,0.00
1988-04-09,18.1,0.00,0.00
1988-04-10,18.1,0.00,0.00
1988-04-11,18.1,0.00,0.00
1988-04-12,18.1,0.00,0.00
1988-04-13,18.1,0.00,0.00
1988-04-14,18.1,0.00,0.00
1988-04-15,18.1,0.00,0.00
1988-04-16,18.1,0.20,0.20
1988-04-17,18.3,0.20,0.20
1988-04-18,18.5,0.30,0.30
1988-04-19,18.8,0.00,0.00
1988-04-20,18.8,0.00,0.00
1988-04-21,18.8,0.50,0.50
1988-04-22,19.3,0.70,0.70
1988-04-23,20.0,0.10,0.10
1988-04-24,20.1,0.20,0.20
1988-04-25,20.3,0.00,0.10
1988-04-26,20.3,0.00,0.00
1988-04-27,20.3,0.00,0.00
1988-04-28,20.3,0.00,0.00
1988-04-29,20.3,0.00,0.00
1988-04-30,20.3,0.00,0.00
1988-05-01,20.3,0.50,0.50
1988-05-02,20.8,0.00,0.10
1988-05-03,20.8,0.20,0.20
1988-05-04,21.0,0.00,0.00
1988-05-05,21.0,0.00,0.00
1988-05-06,21.0,0.00,0.00
1988-05-07,21.0,0.10,0.10
1988-05-08,21.1,0.00,0.00
1988-05-09,21.1,0.00,0.00
1988-05-10,21.1,0.00,0.00
1988-05-11,21.1,0.00,0.00
1988-05-12,21.1,0.00,0.00
1988-05-13,21.1,0.00,0.00
1988-05-14,21.1,0.00,0.00
1988-05-15,21.1,0.00,0.00
1988-05-16,21.1,0.00,0.00
1988-05-17,21.1,0.20,0.20
1988-05-18,21.3,0.20,0.20
1988-05-19,21.5,0.80,0.80
1988-05-20,22.3,0.00,0.00
1988-05-21,22.3,0.00,0.00
1988-05-22,22.3,0.00,0.00
1988-05-23,22.3,0.20,0.20
1988-05-24,22.5,0.00,0.00
1988-05-25,22.5,0.00,0.00
1988-05-26,22.5,0.00,0.00
1988-05-27,22.5,0.00,0.00
1988-05-28,22.5,0.00,0.00
1988-05-29,22.5,0.00,0.00
1988-05-30,22.5,0.10,0.10
1988-05-31,22.6,0.00,0.00
1988-06-01,22.6,0.20,0.20
1988-06-02,22.8,0.00,0.00
1988-06-03,22.8,0.00,0.00
1988-06-04,22.8,0.00,0.00
1988-06-05,22.8,0.00,0.00
1988-06-06,22.8,0.00,0.00
1988-06-07,22.8,0.00,0.00
1988-06-08,22.8,0.00,0.00
1988-06-09,22.8,0.00,0.00
1988-06-10,22.8,0.00,0.00
1988-06-11,22.8,0.20,0.20
1988-06-12,23.0,0.00,0.00
1988-06-13,23.0,0.10,0.10
1988-06-14,23.1,0.00,0.00
1988-06-15,23.1,0.00,0.00
1988-06-16,23.1,0.00,0.00
1988-06-17,23.1,0.00,0.00
1988-06-18,23.1,0.00,0.00
1988-06-19,23.1,0.70,0.70
1988-06-20,23.8,0.20,0.20
1988-06-21,24.0,0.00,0.00
1988-06-22,24.0,0.10,0.10
1988-06-23,24.1,0.20,0.20
1988-06-24,24.3,0.00,0.00
1988-06-25,24.3,0.00,0.00
1988-06-26,24.3,0.00,0.00
1988-06-27,24.3,0.50,0.50
1988-06-28,24.8,0.90,0.90
1988-06-29,25.7,0.40,0.40
1988-06-30,26.1,0.00,0.00
1988-07-01,26.1,0.00,0.00
1988-07-02,26.1,0.00,0.00
1988-07-03,26.1,0.10,0.10
1988-07-04,26.2,0.00,0.00
1988-07-05,26.2,0.00,0.00
1988-07-06,26.2,0.00,0.00
1988-07-07,26.2,0.00,0.00
1988-07-08,26.2,0.00,0.00
1988-07-09,26.2,0.00,0.00
1988-07-10,26.2,0.20,0.20
1988-07-11,26.4,0.10,0.10
1988-07-12,26.5,0.00,0.00
1988-07-13,26.5,0.00,0.00
1988-07-14,26.5,0.00,0.00
1988-07-15,26.5,0.00,0.00
1988-07-16,26.5,0.00,0.00
1988-07-17,26.5,0.00,0.00
1988-07-18,26.5,0.00,0.00
1988-07-19,26.5,0.00,0.00
1988-07-20,26.5,0.00,0.00
1988-07-21,26.5,0.00,0.00
1988-07-22,26.5,0.00,0.00
1988-07-23,26.5,0.00,0.00
1988-07-24,26.5,0.00,0.00
1988-07-25,26.5,0.00,0.00
1988-07-26,26.5,0.00,0.00
1988-07-27,26.5,0.00,0.00
1988-07-28,26.5,0.00,0.00
1988-07-29,26.5,0.10,0.10
1988-07-30,26.6,0.70,0.70
1988-07-31,27.3,0.20,0.20
1988-08-01,27.5,0.00,0.00
1988-08-02,27.5,0.10,0.10
1988-08-03,27.6,0.00,0.00
1988-08-04,27.6,0.00,0.00
1988-08-05,27.6,0.10,0.10
1988-08-06,27.7,0.00,0.00
1988-08-07,27.7,0.00,0.00
1988-08-08,27.7,0.00,0.00
1988-08-09,27.7,0.00,0.00
1988-08-10,27.7,0.00,0.00
1988-08-11,27.7,0.00,0.00
1988-08-12,27.7,0.00,0.00
1988-08-13,27.7,0.00,0.00
1988-08-14,27.7,0.00,0.00
1988-08-15,27.7,0.10,0.10
1988-08-16,27.8,0.10,0.10
1988-08-17,27.9,0.10,0.10
1988-08-18,28.0,0.00,0.00
1988-08-19,28.0,0.00,0.00
1988-08-20,28.0,0.00,0.00
1988-08-21,28.0,0.50,0.50
1988-08-22,28.5,0.00,0.00
1988-08-23,28.5,0.00,0.00
1988-08-24,28.5,0.00,0.00
1988-08-25,28.5,0.00,0.00
1988-08-26,28.5,0.10,0.10
1988-08-27,28.6,0.00,0.00
1988-08-28,28.6,0.10,0.10
1988-08-29,28.7,0.00,0.00
1988-08-30,28.7,0.00,0.00
1988-08-31,28.7,0.00,0.00
1988-09-01,28.7,0.10,0.10
1988-09-02,28.8,0.00,0.00
1988-09-03,28.8,0.00,0.00
1988-09-04,28.8,0.00,0.00
1988-09-05,28.8,0.00,0.00
1988-09-06,28.8,0.00,0.00
1988-09-07,28.8,0.00,0.00
1988-09-08,28.8,0.00,0.00
1988-09-09,28.8,0.00,0.00
1988-09-10,28.8,0.60,0.60
1988-09-11,29.4,0.70,0.70
1988-09-12,30.1,1.10,1.10
1988-09-13,31.2,0.10,0.10
1988-09-14,31.3,0.00,0.00
1988-09-15,31.3,0.00,0.00
1988-09-16,31.3,0.00,0.00
1988-09-17,31.3,0.00,0.00
1988-09-18,31.3,0.00,0.00
1988-09-19,31.3,0.00,0.00
1988-09-20,31.3,0.10,0.10
1988-09-21,31.4,0.10,0.10
1988-09-22,31.5,0.00,0.00
1988-09-23,31.5,0.00,0.00
1988-09-24,31.5,0.00,0.00
1988-09-25,31.5,0.00,0.00
1988-09-26,31.5,0.00,0.00
1988-09-27,31.5,0.00,0.00
1988-09-28,31.5,0.00,0.00
1988-09-29,31.5,0.00,0.00
1988-09-30,31.5,0.00,0.00
1988-10-01,0.0,0.00,0.00
1988-10-02,0.0,0.00,0.00
1988-10-03,0.0,0.00,0.00
1988-10-04,0.0,0.00,0.00
1988-10-05,0.0,0.20,0.20
1988-10-06,0.2,0.10,0.10
1988-10-07,0.3,0.20,0.20
1988-10-08,0.5,0.00,0.00
1988-10-09,0.5,0.00,0.00
1988-10-10,0.5,0.00,0.00
1988-10-11,0.5,0.00,0.00
1988-10-12,0.5,0.00,0.00
1988-10-13,0.5,0.00,0.00
1988-10-14,0.5,0.00,0.00
1988-10-15,0.5,0.00,0.00
1988-10-16,0.5,0.00,0.00
1988-10-17,0.5,0.00,0.00
1988-10-18,0.5,0.00,0.00
1988-10-19,0.5,0.00,0.00
1988-10-20,0.5,0.00,0.00
1988-10-21,0.5,0.00,0.00
1988-10-22,0.5,0.00,0.00
1988-10-23,0.5,0.00,0.00
1988-10-24,0.5,0.00,0.00
1988-10-25,0.5,0.00,0.00
1988-10-26,0.5,0.00,0.00
1988-10-27,0.5,0.00,0.00
1988-10-28,0.5,0.00,0.00
1988-10-29,0.5,0.00,0.00
1988-10-30,0.5,0.00,0.00
1988-10-31,0.5,0.00,0.00
1988-11-01,0.5,0.00,0.00
1988-11-02,0.5,0.10,0.10
1988-11-03,0.6,0.00,0.00
1988-11-04,0.6,0.00,0.00
1988-11-05,0.6,0.00,0.00
1988-11-06,0.6,0.00,0.00
1988-11-07,0.6,0.00,0.10
1988-11-08,0.6,1.20,1.20
1988-11-09,1.8,0.10,0.10
1988-11-10,1.9,0.10,0.10
1988-11-11,2.0,0.60,0.60
1988-11-12,2.6,0.00,0.00
1988-11-13,2.6,0.00,0.00
1988-11-14,2.6,0.80,0.90
1988-11-15,3.4,0.20,0.20
1988-11-16,3.6,0.00,0.00
1988-11-17,3.6,0.30,0.40
1988-11-18,3.9,0.10,0.10
1988-11-19,4.0,0.00,0.00
1988-11-20,4.0,0.00,0.00
1988-11-21,4.0,0.00,0.00
1988-11-22,4.0,0.00,0.10
1988-11-23,4.0,0.00,0.00
1988-11-24,4.0,0.40,0.40
1988-11-25,4.4,0.20,0.20
1988-11-26,4.6,0.20,0.20
1988-11-27,4.8,0.10,0.10
1988-11-28,4.9,0.10,0.10
1988-11-29,5.0,0.00,0.00
1988-11-30,5.0,0.00,0.00
1988-12-01,5.0,0.00,0.00
1988-12-02,5.0,0.00,0.00
1988-12-03,5.0,0.00,0.00
1988-12-04,5.0,0.00,0.00
1988-12-05,5.0,0.00,0.00
1988-12-06,5.0,0.10,0.10
1988-12-07,5.1,0.00,0.00
1988-12-08,5.1,0.00,0.00
1988-12-09,5.1,0.00,0.00
1988-12-10,5.1,0.00,0.00
1988-12-11,5.1,0.00,0.00
1988-12-12,5.1,0.00,0.00
1988-12-13,5.1,0.00,0.00
1988-12-14,5.1,0.30,0.30
1988-12-15,5.4,0.10,0.10
1988-12-16,5.5,0.00,0.00
1988-12-17,5.5,0.00,0.10
1988-12-18,5.5,0.00,0.10
1988-12-19,5.5,0.40,0.60
1988-12-20,5.9,0.00,0.10
1988-12-21,5.9,0.50,0.70
1988-12-22,6.4,0.10,0.20
1988-12-23,6.5,0.20,0.30
1988-12-24,6.7,0.40,0.40
1988-12-25,7.1,1.10,1.30
1988-12-26,8.2,0.00,0.10
1988-12-27,8.2,0.00,0.00
1988-12-28,8.2,0.10,0.10
1988-12-29,8.3,0.00,0.00
1988-12-30,8.3,0.00,0.10
1988-12-31,8.3,0.00,0.00
1989-01-01,8.3,0.00,0.00
1989-01-02,8.3,0.00,0.00
1989-01-03,8.3,0.10,0.10
1989-01-04,8.4,0.40,0.40
1989-01-05,8.8,0.10,0.20
1989-01-06,8.9,0.50,0.80
1989-01-07,9.4,0.00,0.00
1989-01-08,9.4,0.00,0.00
1989-01-09,9.4,0.30,0.30
1989-01-10,9.7,0.20,0.20
1989-01-11,9.9,0.30,0.60
1989-01-12,10.2,0.00,0.00
1989-01-13,10.2,0.10,0.10
1989-01-14,10.3,0.10,0.10
1989-01-15,10.4,0.00,0.00
1989-01-16,10.4,0.00,0.00
1989-01-17,10.4,0.00,0.10
1989-01-18,10.4,0.10,0.10
1989-01-19,10.5,0.00,0.00
1989-01-20,10.5,0.00,0.00
1989-01-21,10.5,0.00,0.00
1989-01-22,10.5,0.00,0.00
1989-01-23,10.5,0.10,0.10
1989-01-24,10.6,0.30,0.30
1989-01-25,10.9,0.00,0.20
1989-01-26,10.9,0.10,0.10
1989-01-27,11.0,0.00,0.00
1989-01-28,11.0,0.00,0.00
1989-01-29,11.0,0.10,0.10
1989-01-30,11.1,0.00,0.00
1989-01-31,11.1,0.10,0.10
1989-02-01,11.2,0.30,0.50
1989-02-02,11.5,0.10,0.10
1989-02-03,11.6,1.50,2.00
1989-02-04,13.1,0.90,1.10
1989-02-05,14.0,0.00,0.00
1989-02-06,14.0,0.00,0.10
1989-02-07,14.0,0.10,0.10
1989-02-08,14.1,0.20,0.20
1989-02-09,14.3,0.20,0.20
1989-02-10,14.5,0.30,0.30
1989-02-11,14.8,0.00,0.10
1989-02-12,14.8,0.20,0.30
1989-02-13,15.0,0.10,0.20
1989-02-14,15.1,0.00,0.10
1989-02-15,15.1,0.00,0.00
1989-02-16,15.1,0.10,0.10
1989-02-17,15.2,0.00,0.00
1989-02-18,15.2,0.30,0.30
1989-02-19,15.5,0.40,0.50
1989-02-20,15.9,0.40,0.50
1989-02-21,16.3,0.00,0.00
1989-02-22,16.3,0.00,0.00
1989-02-23,16.3,0.00,0.00
1989-02-24,16.3,0.20,0.20
1989-02-25,16.5,0.00,0.00
1989-02-26,16.5,0.00,0.20
1989-02-27,16.5,0.00,0.00
1989-02-28,16.5,0.00,0.00
1989-03-01,16.5,0.10,0.10
1989-03-02,16.6,1.40,1.50
1989-03-03,18.0,0.80,1.00
1989-03-04,18.8,0.00,0.00
1989-03-05,18.8,0.00,0.00
1989-03-06,18.8,0.20,0.20
1989-03-07,19.0,0.10,0.10
1989-03-08,19.1,0.00,0.00
1989-03-09,19.1,0.00,0.00
1989-03-10,19.1,0.00,0.00
1989-03-11,19.1,0.20,0.20
1989-03-12,19.3,0.00,0.00
1989-03-13,19.3,0.00,0.00
1989-03-14,19.3,0.00,0.00
1989-03-15,19.3,0.00,0.00
1989-03-16,19.3,0.00,0.00
1989-03-17,19.3,0.00,0.00
1989-03-18,19.3,0.00,0.00
1989-03-19,19.3,0.50,0.50
1989-03-20,19.8,0.70,0.70
1989-03-21,20.5,0.10,0.10
1989-03-22,20.6,0.00,0.00
1989-03-23,20.6,0.00,0.00
1989-03-24,20.6,0.00,0.00
1989-03-25,20.6,0.00,0.00
1989-03-26,20.6,0.20,0.20
1989-03-27,20.8,0.00,0.00
1989-03-28,20.8,0.00,0.00
1989-03-29,20.8,0.50,0.50
1989-03-30,21.3,0.00,0.00
1989-03-31,21.3,0.20,0.20
1989-04-01,21.5,0.60,0.60
1989-04-02,22.1,0.00,0.00
1989-04-03,22.1,0.00,0.20
1989-04-04,22.1,0.00,0.00
1989-04-05,22.1,0.20,0.20
1989-04-06,22.3,0.00,0.00
1989-04-07,22.3,0.00,0.00
1989-04-08,22.3,0.00,0.00
1989-04-09,22.3,0.00,0.00
1989-04-10,22.3,0.00,0.00
1989-04-11,22.3,0.00,0.00
1989-04-12,22.3,0.00,0.00
1989-04-13,22.3,0.00,0.00
1989-04-14,22.3,0.00,0.00
1989-04-15,22.3,0.20,0.20
1989-04-16,22.5,0.00,0.00
1989-04-17,22.5,0.00,0.00
1989-04-18,22.5,0.00,0.00
1989-04-19,22.5,0.00,0.00
1989-04-20,22.5,0.00,0.00
1989-04-21,22.5,0.00,0.00
1989-04-22,22.5,0.00,0.00
1989-04-23,22.5,0.00,0.00
1989-04-24,22.5,0.00,0.00
1989-04-25,22.5,0.00,0.00
1989-04-26,22.5,0.00,0.00
1989-04-27,22.5,0.00,0.20
1989-04-28,22.5,0.00,0.20
1989-04-29,22.5,0.10,0.40
1989-04-30,22.6,0.20,0.20
1989-05-01,22.8,0.20,0.20
1989-05-02,23.0,0.00,0.00
